Company,Location_HQ,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised,Stage,Date_Added,Country,List_of_Employees_Laid_Off
Aware,Columbus,Security,,,8/3/23,https://www.bizjournals.com/columbus/inno/stories/news/2023/08/03/columbus-startup-aware-job-cut-pivot.html,88,Series C,8/6/23 3:43,United States,Unknown
Chingari,Bengaluru,Media,48,0.2,6/19/23,https://inc42.com/buzz/exclusive-weeks-after-cofounders-exit-short-video-app-chingari-lays-off-20-workforce/,88,Unknown,6/20/23 2:56,India,Unknown
Nansen,Singapore,Crypto,,,5/30/23,https://twitter.com/ASvanevik/status/1663565124970610688,88,Series B,5/31/23 1:31,Singapore,Unknown
Aware,Columbus,Security,,,1/6/23,https://www.bizjournals.com/columbus/inno/stories/news/2023/01/06/cybersecurity-startup-aware-job-cuts.html?utm_source=st&utm_medium=en&utm_campaign=EX&utm_content=co&ana=e_co_EX&j=30175273&senddate=2023-01-06,88,Series C,1/6/23 23:18,United States,Unknown
InfoSum,London,Security,20,0.12,10/19/22,https://www.businessinsider.com/infosum-lays-off-approximately-20-staff-amid-economic-uncertainty-2022-10,88,Series B,11/10/22 23:11,United Kingdom,Unknown
Pollen,London,Travel,69,0.31,5/19/20,https://techcrunch.com/2020/05/19/pollen-layoffs-and-furloughs/,88,Series B,5/19/20 23:18,United Kingdom,Unknown
Divergent 3D,Los Angeles,Transportation,57,0.36,4/24/20,https://techcrunch.com/2020/04/24/manufacturing-startup-divergent-3d-reduces-staff-by-one-third/,88,Series B,4/24/20 21:48,United States,Unknown
B8ta,SF Bay Area,Retail,250,0.5,3/26/20,https://www.retaildive.com/news/b8ta-announces-corporate-layoffs-and-store-associate-furloughs/574955/,88,Series C,3/29/20 22:31,United States,Unknown
Phunware,Austin,Other,,,7/20/23,https://seekingalpha.com/news/3989259-software-developer-phunware-to-lay-off-one-third-of-its-workforce,87,Post-IPO,7/22/23 1:08,United States,Unknown
Toothsi,Mumbai,Healthcare,20,,5/12/23,https://www.moneycontrol.com/news/business/startup/dental-tech-startup-toothsi-lays-off-20-30-employees-amid-funding-crunch-10574111.html,87,Series C,5/14/23 15:40,India,Unknown
Exotel,Bengaluru,Support,142,0.15,1/17/23,https://inc42.com/buzz/exclusive-saas-startup-exotel-lays-off-142-employees-amid-biz-restructuring/,87,Series D,1/18/23 2:10,India,Unknown
ResearchGate,Berlin,Other,25,0.1,11/28/22,https://www.linkedin.com/posts/ijad-madisch-4428229_today-we-are-reducing-the-size-of-the-researchgate-activity-7002973716632502273-7jum/,87,Series D,11/28/22 18:00,Germany,Unknown
Deepgram,SF Bay Area,AI,20,0.2,10/11/23,https://www.theinformation.com/articles/ai-startup-lays-off-workers-again-in-fresh-sign-of-sector-belt-tightening,86,Series B,10/12/23 15:20,United States,Unknown
Dash,New York City,Finance,,1,10/6/23,https://weetracker.com/2023/10/06/dash-african-fintech-scandal/,86,Unknown,10/8/23 3:23,United States,Unknown
Milkrun,Sydney,Food,400,1,4/11/23,https://www.forbes.com.au/news/investing/milkrun-collapses-as-400-staff-made-redundant/,86,Series A,4/11/23 3:48,Australia,Unknown
Milkrun,Sydney,Food,,0.2,2/15/23,https://www.smh.com.au/technology/milkrun-slashes-workforce-closes-delivery-hubs-in-cash-crunch-20230215-p5ckny.html,86,Series A,2/15/23 19:04,Australia,Unknown
OrCam,Jerusalem,Healthcare,62,0.16,10/23/22,https://www.calcalistech.com/ctechnews/article/ry5v11kgvo,86,Unknown,10/24/22 2:19,Israel,Unknown
ClearPay,Manchester,Finance,,,6/27/23,https://www.cityam.com/clearpay-jobs-at-risk-as-bnpl-firm-winds-down-eu-business/,85,Acquired,7/6/23 15:24,United Kingdom,Unknown
Zendesk,SF Bay Area,Support,320,0.08,5/31/23,https://www.zendesk.com/newsroom/articles/zendesk-workforce-reduction/,85,Acquired,6/1/23 4:41,United States,Unknown
Drip Capital,SF Bay Area,Finance,75,0.2,4/14/23,https://inc42.com/buzz/exclusive-trade-financing-startup-drip-capital-lays-off-20-employees/,85,Series C,4/15/23 1:36,United States,Unknown
Equitybee,SF Bay Area,Finance,24,0.25,2/8/23,https://www.calcalistech.com/ctechnews/article/h1jkvzwpo,85,Series B,2/9/23 0:44,United States,Unknown
Zendesk,SF Bay Area,Support,350,0.05,11/7/22,https://twitter.com/GergelyOrosz/status/1589676662593302528,85,Acquired,11/7/22 20:13,United States,Unknown
Equitybee,SF Bay Area,Finance,25,0.2,10/31/22,https://www.calcalistech.com/ctechnews/article/hkrqontns,85,Series B,10/31/22 15:30,United States,Unknown
Zendesk,SF Bay Area,Support,80,,8/4/22,Internal memo,85,Acquired,8/5/22 3:18,United States,Unknown
Replicated,Los Angeles,Infrastructure,50,,5/31/22,https://www.replicated.com/blog/a-message-from-replicateds-ceo/,85,Series C,6/1/22 15:49,United States,Unknown
OKCredit,New Delhi,Finance,30,,2/24/22,https://inc42.com/buzz/tiger-global-backed-okcredit-lays-off-around-40-employees/,85,Series B,2/26/22 15:42,India,Unknown
NuoDB,Boston,Data,20,0.29,4/10/20,https://www.americaninno.com/boston/inno-news-boston/cambridge-database-startup-nuodb-lays-off-nearly-one-third-of-its-staff/,85,Unknown,4/11/20 15:33,United States,Unknown
Ibotta,Denver,Retail,87,0.15,4/7/20,https://businessden.com/2020/04/14/rebate-app-ibotta-cuts-15-percent-of-staff/,85,Series D,4/12/20 6:44,United States,Unknown
Sportradar,St. Gallen,Data,,0.1,11/2/23,https://www.sportspromedia.com/news/sportradar-job-cuts-sports-data/?zephr_sso_ott=VfONzi,84,Post-IPO,1/24/24 16:33,Switzerland,Unknown
Bitwise,SF Bay Area,Crypto,900,1,6/14/23,https://www.bakersfield.com/news/bitwise-lays-off-entire-staff/article_57c2a40c-0b12-11ee-84ca-f7e6d77ee2e9.html,84,Series B,6/16/23 22:30,United States,Unknown
Sama,SF Bay Area,Data,,,9/12/22,https://www.sama.com/blog/sama-organizational-changes/,84,Series B,11/8/22 21:58,United States,Unknown
Workable,Boston,Recruiting,25,0.1,5/5/20,https://www.insider.gr/epiheiriseis/tehnologia/136195/se-mazikes-apolyseis-prohora-i-workable,84,Series C,5/6/20 13:56,United States,Unknown
Bringg,Tel Aviv,Logistics,10,0.1,4/21/20,"https://www.calcalistech.com/ctech/articles/0,7340,L-3809651,00.html",84,Series D,4/23/20 22:11,Israel,Unknown
SecureWorks,Atlanta,Security,300,0.15,8/14/23,https://techcrunch.com/2023/08/14/secureworks-second-round-layoffs-this-year/,83,Post-IPO,8/14/23 21:19,United States,Unknown
SecureWorks,Atlanta,Security,212,0.09,2/7/23,https://www.marketwatch.com/story/secureworks-to-cut-9-of-its-workforce-as-layoffs-could-affect-more-than-200-employees-01675779796,83,Post-IPO,2/7/23 15:30,United States,Unknown
Bitrise,Budapest,Infrastructure,,0.14,9/14/22,https://www.linkedin.com/posts/bitrise_a-message-from-bitrise-co-founder-and-ceo-activity-6975843544213204992-l5n9/,83,Series C,9/15/22 3:41,Hungary,Unknown
Tonkean,SF Bay Area,Other,23,0.23,6/15/22,https://www.themarker.com/technation/ty-article/.premium/00000181-6871-dedd-ab9f-e9ff49480000,83,Series B,6/15/22 23:19,United States,Unknown
Hologram,Chicago,Infrastructure,,,1/12/24,https://www.linkedin.com/feed/update/urn:li:activity:7153148984423841792/,82,Unknown,1/18/24 1:16,United States,Unknown
Doximity,SF Bay Area,Healthcare,100,0.1,8/8/23,https://www.fiercehealthcare.com/health-tech/doximity-lays-10-workforce-stock-sinks-company-downgrades-revenue-guidance,82,Post-IPO,8/9/23 0:00,United States,Unknown
Glints,Singapore,HR,198,0.18,12/8/22,https://www.techinasia.com/singaporebased-glints-lays-18-employees,82,Series D,12/9/22 5:07,Singapore,Unknown
Substack,SF Bay Area,Media,13,0.14,6/29/22,https://www.nytimes.com/2022/06/29/business/media/substack-layoffs.html,82,Series B,6/29/22 20:26,United States,Unknown
Hologram,Chicago,Infrastructure,80,0.4,6/9/22,LinkedIn,82,Series B,6/9/22 15:24,United States,Unknown
Sandbox VR,SF Bay Area,Consumer,80,0.8,5/1/20,https://layoffs.fyi/2020/05/08/sandbox-vr-laid-off-its-engineering-team/,82,Series A,5/1/20 22:19,United States,Unknown
Starship Technologies,Tallinn,Transportation,30,,3/30/20,https://digi.geenius.ee/rubriik/uudis/karmid-numbrid-robotkullerite-tootja-starshipi-pohiari-kukkus-sisuliselt-kokku/,82,Series A,4/8/20 4:33,Estonia,Unknown
Plex,SF Bay Area,Media,37,0.2,6/28/23,https://www.theverge.com/2023/6/28/23777418/plex-layoffs-20-percent-staff,81,Unknown,6/28/23 22:36,United States,Unknown
Reforge,SF Bay Area,Education,,,4/11/23,https://www.linkedin.com/posts/bbalfour_today-i-made-the-difficult-decision-to-part-activity-7051721504803229697-4wf_/,81,Series B,4/12/23 22:20,United States,Unknown
Reforge,SF Bay Area,Education,,,11/10/22,https://www.linkedin.com/posts/bbalfour_today-i-made-the-difficult-decision-to-activity-6996635113606316033-aQuf/,81,Series B,11/12/22 3:12,United States,https://docs.google.com/spreadsheets/d/1SOCiuBuJ50GdZO2zsTxYizcD8W9nfRYraJmLfbjekh0/edit
Faze Medicines,Boston,Healthcare,,1,11/9/22,https://www.bizjournals.com/boston/news/2022/11/09/faze-medicines-shutdown-third-rock-ventures.html,81,Series B,11/12/22 2:58,United States,Unknown
Mode Analytics,SF Bay Area,Data,25,,9/12/22,https://coda.io/@mykola-bilokonsky/mode-layoffs,81,Series D,9/22/22 15:07,United States,Unknown
Pebblepost,New York City,Marketing,,0.6,4/1/20,LinkedIn,81,Series C,4/6/20 23:18,United States,Unknown
Lola,Boston,Travel,34,,3/19/20,https://layoffs.fyi/2020/03/19/lola-lays-off-34-employees-due-to-impact-of-the-coronavirus/,81,Series C,3/28/20 20:52,United States,Unknown
Malwarebytes,SF Bay Area,Security,100,,8/31/23,https://techcrunch.com/2023/08/31/malwarebytes-layoffs-business-split/,80,Series B,8/31/23 18:17,United States,Unknown
Fuzzy,SF Bay Area,Healthcare,,1,6/18/23,https://www.coverager.com/san-francisco-startup-fuzzy-shuts-down-after-raising-80-million/,80,Series C,6/18/23 23:31,United States,https://docs.google.com/spreadsheets/d/1D0Dj-tMDYcmcMFZRlstJOl43jwsABb2jzzSTyRpXaZU/edit#gid=306855764
Rewind,Ottawa,Data,,,3/22/23,https://rewind.com/blog/a-difficult-update-at-rewind/,80,Series B,3/22/23 23:43,Canada,Unknown
Catch.com.au,Melbourne,Retail,100,,2/6/23,https://www.channelnews.com.au/wesfarmers-axes-100-catch-employees/,80,Acquired,2/14/23 15:11,Australia,Unknown
Bustle Digital Group,New York City,Media,,0.08,2/1/23,https://variety.com/2023/digital/news/gawker-shutting-down-1235509262/,80,Series E,2/3/23 3:48,United States,Unknown
AU10TIX,Tel Aviv,Security,19,0.09,1/31/23,https://www.calcalistech.com/ctechnews/article/sy6ynzb2o,80,Unknown,2/7/23 4:06,Israel,Unknown
Integrate,Phoenix,Marketing,,,1/7/23,https://www.linkedin.com/posts/jeremybloom11_last-week-we-restructured-our-global-team-activity-7018226191639740416-sFUv/,80,Acquired,3/21/23 23:30,United States,https://docs.google.com/spreadsheets/d/1WhULCNSnCLHQ3bgzKaMjOIE5SrASDVnfl57975_Jnr0/edit#gid=11513701
Malwarebytes,SF Bay Area,Security,125,0.14,8/17/22,https://techcrunch.com/2022/08/17/malwareybytes-layoffs/,80,Series B,8/17/22 16:53,United States,Unknown
Deliv,SF Bay Area,Retail,669,1,5/13/20,https://www.mercurynews.com/2020/05/15/ccalifornia-unemployment-layoff-rock-delivery-startup-ymca-uber-ross-ui-edd-tech-job-economy/,80,Series C,5/7/20 23:15,United States,Unknown
Monese,Lisbon,Finance,35,,5/1/20,https://www.altfi.com/article/6531_exclusive-monese-looking-to-close-lisbon-and-berlin-offices-with-layoffs-across-the-company,80,Unknown,6/1/20 13:11,Portugal,Unknown
Bustle Digital Group,New York City,Media,24,0.08,4/3/20,https://digiday.com/media/bustle-digital-group-g-o-media-announce-layoffs-and-cost-saving-measures/,80,Series E,4/3/20 21:51,United States,Unknown
Bustle Digital Group,New York City,Media,19,,4/3/20,https://www.adweek.com/media/bdg-input-mic-layoffs/,80,Series E,9/21/22 4:06,United States,Unknown
Stitch Fix,Dallas,Retail,,,1/18/24,https://www.retaildive.com/news/stitch-fix-ends-full-time-work-stylists-layoffs/704886/,79,Post-IPO,1/25/24 14:38,United States,Unknown
Tulip Retail,Toronto,Retail,25,,11/21/23,https://www.linkedin.com/posts/aliasaria_yesterday-was-a-difficult-day-at-tulip-we-activity-7133191110356566016-8eiX/,79,Series C,11/23/23 3:00,Canada,Unknown
Stitch Fix,Dallas,Retail,558,,10/9/23,https://www.retaildive.com/news/stitch-fix-layoffs-dallas-distribution-center-closures/695985/,79,Post-IPO,10/15/23 20:13,United States,Unknown
Stitch Fix,Philadelphia,Retail,400,,7/12/23,https://www.inquirer.com/jobs/labor/stitch-fix-layoffs-closure-bethlehem-lehigh-valley-warehouse-20230712.html,79,Post-IPO,7/14/23 18:20,United States,Unknown
Teampay,New York City,Finance,30,0.33,4/26/23,https://www.axios.com/pro/fintech-deals/2023/04/26/corporate-card-teampay-layoffs-30-percent,79,Series B,4/28/23 4:39,United States,Unknown
Wave Financial,Toronto,Finance,50,,3/9/23,https://thelogic.co/briefing/fintech-wave-financial-lays-off-50-employees/,79,Acquired,3/10/23 5:17,Canada,Unknown
MyGate,Bengaluru,Other,200,0.3,2/20/23,https://inc42.com/buzz/bengaluru-based-mygate-lays-off-30-workforce-amid-funding-winter/,79,Series B,2/20/23 18:16,India,Unknown
Stitch Fix,SF Bay Area,Retail,,0.2,1/5/23,https://www.cnbc.com/2023/01/05/stitchfix-ceo-steps-down-20percent-of-salaried-workforce-to-be-cut.html,79,Post-IPO,1/5/23 16:46,United States,https://docs.google.com/spreadsheets/d/1pJWM8AY6gDKKdfbzYRFSBYbEDgTthSDsjMoe6c0-IBQ/htmlview#gid=823461148
Stitch Fix,SF Bay Area,Retail,330,0.15,6/9/22,https://www.cnbc.com/2022/06/09/stitch-fix-is-laying-off-15percent-of-its-salaried-employees-internal-memo-says.html,79,Post-IPO,6/9/22 19:49,United States,Unknown
Stitch Fix,SF Bay Area,Retail,1400,0.18,6/1/20,https://www.cnbc.com/2020/06/01/stitch-fix-is-laying-off-1400-in-california-18percent-of-workforce.html,79,Post-IPO,6/2/20 3:59,United States,Unknown
Zeus Living,SF Bay Area,Real Estate,73,0.5,5/12/20,https://www.businessinsider.com/zeus-living-cuts-50-of-staff-after-raising-a-downround-2020-5,79,Series B,5/12/20 23:27,United States,Unknown
Zeus Living,SF Bay Area,Real Estate,80,0.3,3/24/20,https://layoffs.fyi/2020/03/30/zeus-living-laid-off-80-employees,79,Series B,3/28/20 20:52,United States,Unknown
Inspirato,Denver,Travel,130,0.22,3/16/20,https://businessden.com/2020/03/16/inspirato-cuts-20-of-workforce/,79,Series C,3/31/20 14:45,United States,Unknown
NCX,SF Bay Area,Energy,,0.4,11/28/22,https://ncx.com/learning-hub/an-update-from-ncx-co-founders-zack-parisa-and-max-nova/,78,Series B,12/1/22 6:22,United States,Unknown
CloudFactory,Nairobi,Data,,0.12,11/9/22,https://time.com/6234014/tech-layoffs-twitter-amazon-global-workers/,78,Private Equity,11/20/22 0:10,Kenya,Unknown
Argyle,New York City,Finance,20,0.07,8/26/22,https://techcrunch.com/2022/08/26/fintech-argyle-has-layoffs/,78,Series B,8/26/22 21:39,United States,Unknown
Emotive,Los Angeles,Marketing,30,0.18,7/7/22,https://dot.la/emotive-layoffs-2657628462.html,78,Series B,7/8/22 15:47,United States,Unknown
Defined.ai,Seattle,Data,,,2/7/22,https://www.bizjournals.com/seattle/inno/stories/news/2022/02/07/defined-ai-layoffs-missed-growth-targets.html,78,Series B,7/7/22 15:43,United States,Unknown
Genius,New York City,Consumer,,,9/15/21,https://www.bloomberg.com/news/articles/2021-09-16/former-startup-darling-genius-sells-assets-for-80-million,78,Acquired,9/16/21 19:16,United States,Unknown
Numbrs,Zurich,Finance,62,0.5,5/7/20,https://financefwd.com/de/finanzierungsrunde-geplatzt-numbrs/,78,Series B,5/8/20 14:05,Switzerland,Unknown
PowerReviews,Chicago,Retail,,,4/23/20,LinkedIn,78,Acquired,4/27/20 4:01,United States,Unknown
Embrace,SF Bay Area,Product,,,8/18/23,https://www.linkedin.com/posts/futoran_healthy-does-not-mean-infinite-while-embrace-activity-7097259048655355904-4JnJ/,77,Unknown,9/1/23 23:36,United States,Unknown
Edmodo,SF Bay Area,Education,,1,8/16/22,https://www.edsurge.com/news/2022-08-16-popular-k-12-tool-edmodo-shuts-down,77,Acquired,8/16/22 23:13,United States,Unknown
SQream,New York City,Data,30,0.18,7/6/22,https://www.calcalistech.com/ctechnews/article/hyvmtrmo9,77,Series B,7/6/22 16:45,United States,Unknown
Mixpanel,SF Bay Area,Data,65,0.19,5/12/20,https://www.bizjournals.com/sanfrancisco/news/2020/05/12/sf-analytics-company-yc-graduate-cuts-65-obs.html?iana=hpmvp_sfbt_news_headline,77,Series B,5/13/20 21:01,United States,Unknown
Maven,Seattle,Media,31,0.09,3/30/20,https://www.businesswire.com/news/home/20200330005734/en/Maven-Announces-Broad-Cost-Containment-Initiative-Including-9,77,Post-IPO,4/8/20 4:50,United States,Unknown
Blueground,New York City,Real Estate,130,0.25,3/27/20,https://layoffs.fyi/2020/04/08/blueground-laid-off-130-employees/,77,Series B,3/30/20 14:19,United States,Unknown
StreamSets,SF Bay Area,Data,,,8/20/20,https://www.fastcompany.com/90540630/my-startup-made-difficult-layoffs-heres-how-i-kept-morale-up-and-our-culture-intact,76.2,Series C,8/24/20 21:47,United States,Unknown
Curbio,Washington D.C.,Real Estate,,,12/14/23,https://www.linkedin.com/posts/rick-rudman-18019731_proptech-recruiting-talentacquisition-activity-7141099800715747329-1Ffy/,76,Series B,12/15/23 1:38,United States,Unknown
Simplilearn,Bengaluru,Education,200,,12/7/23,https://startupstorymedia.com/insights-simplilearn-backed-by-blackstone-terminates-200-employees-citing-performance-issues/,76,Acquired,12/8/23 19:19,India,Unknown
Slync,Dallas,Logistics,,1,10/25/23,https://www.forbes.com/sites/davidjeans/2023/10/25/slync-goldman-sachs-shutting-down/?sh=46b485021818,76,Series B,10/26/23 17:42,United States,Unknown
StrongDM,SF Bay Area,Infrastructure,40,,2/23/23,https://www.strongdm.com/blog/strongdm-company-update-letter-from-ceo-to-staff,76,Series B,2/23/23 22:34,United States,Unknown
Frequency Therapeutics,Boston,Healthcare,,0.5,2/1/23,https://www.bizjournals.com/boston/news/2023/02/13/frequency-therapeutics-layoffs-2023.html,76,Post-IPO,2/14/23 15:19,United States,Unknown
Workmotion,Berlin,HR,60,0.2,12/15/22,https://www.startbase.com/news/workmotion-entlaesst-20-prozent-seiner-belegschaft/,76,Series B,1/4/23 16:11,United States,Unknown
Perion,Tel Aviv,Marketing,20,0.05,8/8/22,https://en.globes.co.il/en/article-perion-network-lays-off-20-transfers-us-activities-to-israel-1001420801,76,Post-IPO,8/8/22 14:15,Israel,Unknown
Slync,Dallas,Logistics,,,8/5/22,https://www.businessinsider.com/slync-layoffs-ceo-fired-kirchner-supply-chain-tech-goldman-2022-8,76,Series B,8/23/22 3:36,United States,Unknown
Feather,New York City,Retail,,,6/24/22,Internal memo,76,Unknown,6/25/22 0:19,United States,Unknown
Gather,SF Bay Area,Consumer,30,0.33,6/2/22,https://www.forbes.com/sites/kenrickcai/2022/07/08/gather-town-layoffs-virtual-office-startup-june-2022/?sh=2ca5ac9d4748,76,Series B,6/16/22 2:47,United States,Unknown
League,Toronto,Healthcare,,,5/5/20,https://www.linkedin.com/posts/mserbinis_like-so-many-other-businesses-around-the-activity-6663604606347550722-9KUA,76,Unknown,5/7/20 0:15,Canada,Unknown
CleverTap,Mumbai,Marketing,60,0.2,4/16/20,https://inc42.com/buzz/startupsvscovid19-indian-startup-layoffs-pay-cut-tracker/,76,Series C,4/21/20 15:07,India,Unknown
Lululemon Studio,New York City,Fitness,120,,9/28/23,https://www.businessinsider.com/lululemon-lays-off-workers-discontinues-mirror-amid-peloton-deal-2023-9,75,Acquired,9/29/23 2:43,United States,Unknown
Caliva,SF Bay Area,Retail,54,,8/8/23,https://www.bizjournals.com/sanfrancisco/news/2023/08/08/gold-flora-tpco-caliva-jay-z-cannabis-layoff-sj.html,75,Series B,8/9/23 17:54,United States,Unknown
Vesalius Therapeutics,Boston,Healthcare,29,0.43,9/19/22,https://www.bizjournals.com/boston/news/2022/09/19/flagship-pioneering-vesalius-therapeutics-layoffs.html,75,Series B,9/21/22 4:14,United States,Unknown
GoHealth,Chicago,Healthcare,800,0.2,8/9/22,https://www.chicagobusiness.com/technology/gohealth-lays-800-workers-online-health-insurance-seller-cuts-back,75,Post-IPO,8/11/22 21:31,United States,Unknown
